feature,mean_abs_shap
Spread_Crack,16.512702670277548
EX_USD_KRW,0.7430500828464106
Com_Gasoline,0.6550339384496539
Ratio_Gold_Oil,0.5144282903894775
Com_Gasoline_ma12r,0.33788355161387695
Idx_SnPVIX,0.19586438183769284
Com_PalmOil,0.1873862529686916
Com_Coal,0.17944212526303305
Bonds_US_3M_ret,0.1681602591742673
Idx_SnP500_ret,0.1624761656241068
Idx_DxyUSD_ma12r,0.1523538577475629
Spread_10Y_2Y,0.1518970205933992
Com_NaturalGas,0.15023813671970943
Idx_SnP500,0.14996569455515008
Bonds_US_10Y,0.14513356767227972
EX_USD_CNY,0.1428107644421828
Com_Gasoline_ret,0.12162381151367271
Idx_CSI300,0.11953869242104169
Com_LME_Cu_Cash,0.11237441596986755
Com_Soybeans,0.10664125925048931
Bonds_US_2Y,0.10474438673901612
Bonds_US_2Y_ret,0.10101631195089351
EX_USD_JPY,0.0986573552229667
Com_NaturalGas_ma12r,0.08498490900709672
Bonds_US_3M,0.08494552350304539
Com_Iron_Ore_ret,0.08389320105683948
Idx_SnPVIX_ma12r,0.07842637850373327
Com_Uranium,0.07567989217454953
Idx_SnPVIX_ret,0.07380362906474447
EX_USD_KRW_ret,0.07227681730907254
Idx_DxyUSD,0.07174671952339802
Com_Iron_Ore,0.07068882061784294
Bonds_KOR_10Y_ret,0.06886585033629651
Idx_SnPVIX_ma4r,0.06650694676109492
Com_LME_Cu_Cash_ret,0.06468440360692992
Com_NaturalGas_ma4r,0.06363573918367516
Com_PalmOil_ret,0.06264840860735604
Com_Corn_ret,0.0622465947067782
Bonds_US_10Y_ret,0.0577486847375599
Bonds_KOR_10Y,0.05766431292913259
Com_Soybeans_ret,0.05734528390549846
Com_Steel,0.052740240702626576
EX_USD_JPY_ret,0.052398623207178474
Com_Gold_ret,0.05081465041114986
Com_Steel_ret,0.04985097846297104
Com_Gasoline_ma4r,0.047161135107134405
EX_USD_CNY_ret,0.045600167228573706
Com_Corn,0.04319797831904192
Com_Gold,0.04203630522266503
Com_Uranium_ret,0.04018439300386804
Idx_DxyUSD_ma4r,0.033291978914905075
Idx_DxyUSD_ret,0.03284828696114643
Com_Coal_ret,0.03124981417176988
Idx_CSI300_ret,0.030119542778652288
Com_NaturalGas_ret,0.022778446793853074
